"drink_id","language","priority","drink_name","alcoholic","cocktail_or_not","category","base","place","company","cocktailType","glass","taste","color","alcohol_percentage","method_category","method_detail","image","ingredient1","ingredient2","ingredient3","ingredient4","ingredient5","ingredient6","ingredient7","ingredient8","ingredient9","ingredient10","measure1","measure2","measure3","measure4","measure5","measure6","measure7","measure8","measure9","measure10","source","reference_url","date_modified"
"35","en","TRUE","Kiel Imperial","Alcohol","TRUE","Cocktail","liqueur","","","long","Flute type champagne glass","Medium sweet mouth","pink","usually","Build","Pour the chilled material into flute champagne glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_kir_imperial.gif","Ruge Cream de Franboise","Champagne","","","","","","","","","1/5","4/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kir_imperial/index.html","2018/10/11 15:06"
"45","en","TRUE","Kiel Royale","Alcohol","TRUE","Cocktail","liqueur","","","long","Flute type champagne glass","Sweet mouth","Red","usually","Build","Pour the chilled material into flute champagne glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_kir_royal.gif","Ruge Cream de Cassis","Champagne","","","","","","","","","1/5","4/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kir_royal/index.html","2018/10/11 15:06"
"55","en","TRUE","Strawberry Milk","Alcohol","TRUE","Cocktail","liqueur","","","short","tumbler","Sweet mouth","pink","usually","Build","Place in a glass with ice and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_strawberry_milk.gif","Ruge Cream de Strawberry","milk","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/strawberry_milk/index.html","2018/10/11 15:06"
"65","en","TRUE","China Blue","Alcohol","TRUE","Cocktail","liqueur","","","long","Collins grass","Medium sweet mouth","Blue","Weak (less than 8 degrees)","Build","Pour into the Collins / Glass with ice and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_china_blue.gif","Paraiso lychee liqueur","The Blue (Blue Curaçõ)","Grapefruit juice","","","","","","","","30 ml","10 ml","90 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/china_blue/index.html","2018/10/11 15:06"
"75","en","TRUE","Tiffin mojito","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","spicy","Transparent","usually","Build","Put the lime and mint sugar in the glass. Crush with pestle. Pour ice and pour Tiffin. Up with soda, decorate mint.","https://www.suntory.co.jp/wnb/img/cocktail/p_tiffin_mojito.gif","Tiffin","lime","mint","sugar","soda","","","","","","30 ml","Reasonable amount","Reasonable amount","Reasonable amount","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tiffin_mojito/index.html","2018/10/11 15:06"
"85","en","TRUE","Bitter Kalua Milk","Alcohol","TRUE","Cocktail","liqueur","","","long","Rock glass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour Kalua and milk into a glass with ice. Topping the instant coffee from the top, stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_bitter_kahlua_milk.gif","Kalua coffee liqueur","milk","Instant coffee","","","","","","","","30 ml","90 ml","1 tsp","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bitter_kahlua_milk/index.html","2018/10/11 15:06"
"95","en","TRUE","Fuzzy group","Alcohol","TRUE","Cocktail","liqueur","","","long","Rock glass","Sweet mouth","Orange","Weak (less than 8 degrees)","Build","Pour into the rock glass with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_fuzzy_navel.gif","Peach liqueur","Orange juice","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/fuzzy_navel/index.html","2018/10/11 15:06"
"105","en","TRUE","Hot kalua milk","Alcohol","TRUE","Cocktail","liqueur","","","hot","Hot Glass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into preheated hot glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_hot_kahlua_milk.gif","Kalua coffee liqueur","Warm milk","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/hot_kahlua_milk/index.html","2018/10/11 15:06"
"115","en","TRUE","Malibu Ricky","Alcohol","TRUE","Cocktail","liqueur","","","long","Other","Sweet mouth","black","Weak (less than 8 degrees)","Build","Place 1/8 thick slices of lemon and plenty of ice in a glass. Put in malibu. Pour the cola quietly. Crush the lemon several times with Ricky Stick.","https://www.suntory.co.jp/wnb/img/cocktail/p_malibu_rickey.gif","Malibu (coconut liqueur)","Cola","Lemon slice","","","","","","","","30 ml","90 ml","1 sheet","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/malibu_rickey/index.html","2018/10/11 15:06"
"125","en","TRUE","Malibucoa","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir. Decorate lemon or lime.","https://www.suntory.co.jp/wnb/img/cocktail/p_malibu_cola.gif","Malibu (coconut liqueur)","Cola","","","","","","","","","30 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/malibu_cola/index.html","2018/10/11 15:06"
"135","en","TRUE","Malibu Soushu","Alcohol","TRUE","Cocktail","liqueur","","","long","Collins grass","Medium sweet mouth","Blue","usually","Build","Pour the ingredients into the glass with ice and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_malibu_surf.gif","Malibu (coconut liqueur)","The Blue (Blue Curaçõ)","Tonic Water","","","","","","","","30 ml","10 ml","80 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/malibu_surf/index.html","2018/10/11 15:06"
"145","en","TRUE","Malibu Pine","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","yellow","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir. Decorate lemon or lime.","https://www.suntory.co.jp/wnb/img/cocktail/p_malibu_pine.gif","Malibu (coconut liqueur)","Pineapple juice","","","","","","","","","30 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/malibu_pine/index.html","2018/10/11 15:06"
"155","en","TRUE","Malibu mojito","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","spicy","Transparent","usually","Build","Put the lime and mint sugar in the glass. Crush with pestle. Pour ice and pour malibu. Up with soda, decorate mint.","https://www.suntory.co.jp/wnb/img/cocktail/p_malibu_mojito.gif","Malibu (coconut liqueur)","lime","mint","sugar","soda","","","","","","30 ml","Reasonable amount","Reasonable amount","Reasonable amount","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/malibu_mojito/index.html","2018/10/11 15:06"
"165","en","TRUE","Mango Yang Orange","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Orange","usually","Build","Pour into the tumbler with ice and gently stir. Decorate oranges.","https://www.suntory.co.jp/wnb/img/cocktail/p_mangoyan_orange.gif","Mango Yang (mango liqueur)","Orange juice","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mangoyan_orange/index.html","2018/10/11 15:06"
"175","en","TRUE","Mango Yang mo moat","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","spicy","Transparent","usually","Build","Put the lime and mint sugar in the glass. Crush with pestle. Pour ice and pour mango yang. Up with soda, decorate mint.","https://www.suntory.co.jp/wnb/img/cocktail/p_mangoyan_mojito.gif","Mango Yang (mango liqueur)","lime","mint","sugar","soda","","","","","","30 ml","Reasonable amount","Reasonable amount","Reasonable amount","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mangoyan_mojito/index.html","2018/10/11 15:06"
"185","en","TRUE","Misty on the rock","Alcohol","TRUE","Cocktail","liqueur","","","short","Rock glass","Sweet mouth","yellow","usually","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_mistia_on_the_rock.gif","Muscat liqueur de France Mistya","","","","","","","","","","60 ml","","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mistia_on_the_rock/index.html","2018/10/11 15:06"
"195","en","TRUE","Mistyre Royale","Alcohol","TRUE","Cocktail","liqueur","","","long","Flute type champagne glass","Medium sweet mouth","yellow","usually","Build","Pour the chilled material into flute champagne glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_mistia_royal.gif","Muscat liqueur de France Mistya","Champagne","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mistia_royal/index.html","2018/10/11 15:06"
"205","en","TRUE","Mistya Gold Spark","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","yellow","Weak (less than 8 degrees)","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_mistia_goldspark.gif","Muscat liqueur de France Mistya","Plum liqueur de France Persia","soda","","","","","","","","30 ml","15 ml","135 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mistia_goldspark/index.html","2018/10/11 15:06"
"215","en","TRUE","Misty Perrier","Alcohol","TRUE","Cocktail","liqueur","","","long","Sour glasses","Medium sweet mouth","yellow","Weak (less than 8 degrees)","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_mistia_with_perrier.gif","Muscat liqueur de France Mistya","Perrier","","","","","","","","","60 ml","60 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mistia_with_perrier/index.html","2018/10/11 15:06"
"225","en","TRUE","Mistya Martini","Alcohol","TRUE","Cocktail","liqueur","","","short","Cocktail glass","Medium spicy","Transparent","Strong (more than 25 degrees)","Steer","Steer and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_mistia_martini.gif","Muscat liqueur de France Mistya","gin","","","","","","","","","15 ml","45 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mistia_martini/index.html","2018/10/11 15:06"
"235","en","TRUE","Midori Rickey","Alcohol","TRUE","Cocktail","liqueur","","","long","Other","Sweet mouth","Green","Weak (less than 8 degrees)","Build","Place 1/8 thick slices of lemon and plenty of ice in a glass. Put middlety. Pour the soda gently. Crush the lemon several times with Ricky Stick.","https://www.suntory.co.jp/wnb/img/cocktail/p_midori_rickey.gif","Midori","soda","Lemon slice","","","","","","","","30 ml","90 ml","1 sheet","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/midori_rickey/index.html","2018/10/11 15:06"
"245","en","TRUE","Midori mojito","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","spicy","Transparent","usually","Build","Put the lime and mint sugar in the glass. Crush with pestle. Pour ice and pour gold. Up with soda, decorate mint.","https://www.suntory.co.jp/wnb/img/cocktail/p_midori_mojito.gif","Midori","lime","mint","sugar","soda","","","","","","30 ml","Reasonable amount","Reasonable amount","Reasonable amount","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/midori_mojito/index.html","2018/10/11 15:06"
"255","en","TRUE","Yogriato Orange","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Orange","usually","Build","Pour into the tumbler with ice and gently stir. Decorate oranges.","https://www.suntory.co.jp/wnb/img/cocktail/p_yogurito_orange.gif","Yogurito yogurt liqueur","Orange juice","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yogurito_orange/index.html","2018/10/11 15:06"
"265","en","TRUE","Rugen Cassis Rickey","Alcohol","TRUE","Cocktail","liqueur","","","long","Other","Sweet mouth","Red","Weak (less than 8 degrees)","Build","Place 1/8 thick slices of lemon and plenty of ice in a glass. Put the ruge cassis. Pour the soda gently. Crush the lemon several times with Ricky Stick.","https://www.suntory.co.jp/wnb/img/cocktail/p_lejay_cassis_rickey.gif","Ruge Cream de Cassis","soda","Lemon slice","","","","","","","","30 ml","90 ml","1 sheet","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/lejay_cassis_rickey/index.html","2018/10/11 15:06"
"275","en","TRUE","Rouge Peche Ricky","Alcohol","TRUE","Cocktail","liqueur","","","long","Other","Sweet mouth","yellow","Weak (less than 8 degrees)","Build","Place 1/8 thick slices of lemon and plenty of ice in a glass. Put in the lees peches. Pour the soda gently. Crush the lemon several times with Ricky Stick.","https://www.suntory.co.jp/wnb/img/cocktail/p_lejay_peche_rickey.gif","Peach liqueur","soda","Lemon slice","","","","","","","","30 ml","90 ml","1 sheet","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/lejay_peche_rickey/index.html","2018/10/11 15:06"
"285","en","TRUE","Rouge apple soda","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium sweet mouth","Green","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_lejay_apple_soda.gif","Ruge Green Apple","soda","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/lejay_apple_soda/index.html","2018/10/11 15:06"
"295","en","TRUE","Ruge apricot orange","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Medium spicy","Transparent","Weak (less than 8 degrees)","Steer","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_apricot_orange.gif","Ruge Cream apricot","Orange juice","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apricot_orange/index.html","2018/10/11 15:06"
"305","en","TRUE","Rouge Cassis Orange","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Orange","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_orange.gif","Ruge Cream de Cassis","Orange juice","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_orange/index.html","2018/10/11 15:06"
"315","en","TRUE","Rouge cassis grapefruit","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Orange","usually","Build","Pour the ingredients into the glass with ice and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_grapefruit.gif","Ruge Cream de Cassis","Grapefruit juice","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_grapefruit/index.html","2018/10/11 15:06"
"325","en","TRUE","Rudge cassis soda","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Red","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir. You can decorate lemon, if you like.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_soda.gif","Ruge Cream de Cassis","soda","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_soda/index.html","2018/10/11 15:06"
"335","en","TRUE","RUGER CASSISTY","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassic_tea.gif","Ruge Cream de Cassis","Ice lemon tea","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassic_tea/index.html","2018/10/11 15:06"
"345","en","TRUE","Rugen cassis milk","Alcohol","TRUE","Cocktail","liqueur","","","long","tumbler","Sweet mouth","pink","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_milk.gif","Ruge Cream de Cassis","milk","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_milk/index.html","2018/10/11 15:06"
